DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,TOTAL_TURNOVER,VOLUME,VWAP,VWAP_1M,WHALE_DENSITY,WHALE_DENSITY_1M,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,AVG_PRICE,DELIV_QTY,CDH,VWAP_DIV,ATR14,Whale_Density,AI_WIN_PROBABILITY,ENTRY_PRICE,STOP_LOSS,TAKE_PROFIT,MKTCAP_CR,TIER,ATR_PCT,QUALITY_80,DELIV_GRADE,ARCHETYPE,RULE3_SCORE,RANKED_DATE
2026-09-24,GUJAPOLLO,INE826C01016,NSE,327.4,72.91,1735874.7999999998,2403885.8,7272,330.5673542354235,341.04887558131287,15.808695652173911,36.45495897759317,5225.838695652174,False,64.484,71.22954545454546,69.89045454545455,3486190.5,4343518.452272728,3053784.470454545,8688.44069236304,12432.922768671038,8999.021538346837,336.2,341.0,326.1,327.4,330.57,5302.0,0.08724832214764809,-0.9589496929546026,15.674999999999999,15.808695652173911,55.0,327.4,303.89,374.42,446.0,MICRO,4.787721441661576,True,A-GRADE,GRIND_COMPOUNDER,26.3,2026-09-24
2026-09-24,TLL,INE0MKA01014,BSE,379.15,70.1,32531070.0,47423820.0,122400,387.4495098039216,314.81221551323733,774.6835443037975,743.2671189838926,300150.7594936709,False,81.292,73.05045454545456,71.26606060606059,26692896.0,14445613.636363637,9058515.454545457,263405.8219809805,233989.56844546023,189098.19715796603,,,,,,,,,,774.6835443037975,55.0,379.15,359.24,418.96,351.0,MICRO,,True,A-GRADE,GRIND_COMPOUNDER,25.9,2026-09-24
2026-09-24,GGAUTO,INE493B01017,BSE,192.7,74.1,1719269.4,2338953.0,12041,194.24906569221827,178.7374101731145,65.44021739130434,64.91990104537835,12711.701086956522,False,89.39399999999999,85.21818181818183,80.63954545454546,3750153.73,2092939.9795454536,1539062.066666667,11926.323837858175,11603.614981545796,9744.374230424684,,,,,,,,,,65.44021739130434,55.0,192.7,182.58,212.93,198.0,MICRO,,True,A-GRADE,GRIND_COMPOUNDER,24.6,2026-09-24
2026-09-24,ITCONS,INE0O6A01019,BSE,287.6,74.19,18521440.0,24410350.0,86800,281.22523041474653,272.9155421686747,306.71378091872793,339.62678176458854,86255.65371024735,False,45.03,52.13727272727272,67.63121212121212,1293212.0,6531605.454545454,6280952.575757576,75823.93483483484,92689.42728028484,98166.42586031165,,,,,,,,,,306.71378091872793,55.0,287.6,272.5,317.8,230.0,MICRO,,True,A-GRADE,GRIND_COMPOUNDER,24.6,2026-09-24
2026-09-24,ELECTHERM,INE822G01016,NSE,887.7,62.8,3341302.8000000003,5359326.8,5994,894.1152485819152,961.1661922759208,16.467032967032967,35.44083026388011,14723.425274725274,False,73.554,69.75090909090909,61.30257575757575,8855067.809999999,12052684.84772727,16719362.259090908,25257.6795199276,34064.52787583086,22751.894052777883,909.2,920.0,875.0,887.7,894.12,3764.0,0.2822222222222232,-0.7180244262515068,31.235714285714284,16.467032967032967,55.0,887.7,840.85,981.41,1194.0,MICRO,3.5187241506944105,True,A-GRADE,GRIND_COMPOUNDER,22.2,2026-09-24
2026-09-24,STOVEKRAFT,INE00IN01015,NSE,818.35,61.2,41222744.55,67573136.55,82310,820.959015307982,832.386555868694,16.80138803837518,15.376582273571078,13793.250979791794,False,48.586,48.4840909090909,50.17363636363636,34214825.29,60887522.51136365,68551777.76439394,9917.533085339235,12799.260359729442,14919.693662407966,829.1,834.5,812.5,818.35,820.96,50373.0,0.2659090909090919,-0.31792048333658673,27.417857142857137,16.80138803837518,55.0,818.35,777.22,900.6,2756.0,SMALLISH,3.3503827387862324,True,A-GRADE,GRIND_COMPOUNDER,22.0,2026-09-24
2026-09-24,NIYOGIN,INE480D01010,BSE,53.58,62.11,680948.22,1094646.0,20463,53.49391584811611,56.31123626200433,9.267663043478262,208.1583451745566,495.76358695652175,False,67.5,69.82090909090907,77.02363636363637,1865651.3,3438792.7181818183,3880707.026515152,7791.628298394828,11721.653755032305,13084.91104511235,,,,,,,,,,9.267663043478262,55.0,53.58,50.77,59.21,640.0,MICRO,,True,A-GRADE,UNCLASSIFIED,14.5,2026-09-24
2026-09-24,REMAGNET,INE519N01014,BSE,3574.3,67.42,18382624.9,27140433.0,7628,3558.00117986366,3844.825698850658,6.841255605381166,15.781220901499136,24341.195515695068,False,63.49,67.67772727272727,77.64943396226415,15522982.52,17048027.195454545,13693211.728301886,21633.16662778417,60676.04368132303,52170.76048187498,,,,,,,,,,6.841255605381166,55.0,3574.3,3386.65,3949.6,4540.0,SMALLISH,,True,A-GRADE,UNCLASSIFIED,11.3,2026-09-24
2026-09-24,JPOLYINVST,INE147P01019,NSE,964.8,74.21,1982664.0,2679164.3,2769,967.556626941134,991.7090828274344,7.607142857142858,7.485524158023594,7360.341483516483,False,53.35,48.35954545454545,56.68742424242424,776375.3,5237189.288636363,9304673.888636364,4299.249851896476,7423.462297236182,13367.317871549349,971.0,978.95,955.0,964.8,967.56,2055.0,0.40918580375782615,-0.2852536276820028,23.067857142857154,7.607142857142858,55.0,964.8,930.2,1034.0,1048.0,MICRO,2.390947050461977,True,A-GRADE,UNCLASSIFIED,9.7,2026-09-24
2026-09-24,INDOTHAI,INE337M01021,NSE,32.29,51.45,35718584.49,68514386.36,2149890,31.86878694258776,42.89506166368259,384.5957066189624,563.0719282714931,12256.598633273705,False,49.402,75.64181818181818,63.53606060606061,48999851.308000006,84023566.10409091,95375393.03257576,15768.912550987396,24153.00508429436,27296.30915288323,30.8,32.3,30.11,32.29,31.87,1106181.0,0.9954337899543388,1.3178537809852564,2.393571428571428,384.5957066189624,55.0,32.29,29.06,39.47,452.0,MICRO,7.41273282307658,True,B-GRADE,CLEAN_RUNNER,58.2,2026-09-24
2026-09-24,EMIL,INE02YR01019,NSE,189.16,50.18,265036994.16,534478539.08,2792300,191.41157435805607,188.7464805377333,69.26377933224191,77.49066281734498,13257.88904797341,False,41.76199999999999,43.15545454545455,43.8419696969697,355279653.112,196001786.29136363,241000663.4840909,16399.530910205845,14626.08988131006,15372.627921091804,191.62,194.4,188.11,189.16,191.41,1401126.0,0.1669316375198703,-1.1754871741288309,10.3,69.26377933224191,55.0,189.16,173.71,220.06,6685.0,SMALLISH,5.445125819412138,True,B-GRADE,GRIND_COMPOUNDER,46.8,2026-09-24
2026-09-24,SETL,INE0M4D01010,NSE,402.8,53.4,126861054.4,241342208.75,589754,409.2252172092093,379.7989618034957,58.86355923744885,105.9474795350662,24088.45281465216,False,47.73,59.87181818181818,54.41378787878787,206253989.3,284189513.41136366,201398511.13166663,25002.198648370417,40238.74273311524,29595.84993341137,406.95,420.0,398.05,402.8,409.23,314948.0,0.21640091116173132,-1.5712435549690928,21.649999999999995,58.86355923744885,55.0,402.8,370.33,467.75,8158.0,MID,5.3748758689175755,True,B-GRADE,GRIND_COMPOUNDER,45.3,2026-09-24
2026-09-24,STEELCAS,INE124E01038,NSE,357.8,50.85,31622006.2,61741668.65,173791,355.26390118015314,336.04205614999967,37.4388194743645,29.013175207480412,13300.661062042223,False,50.63199999999999,52.04090909090908,48.83742424242424,43090807.84,21943730.909090903,21703920.47878788,9685.497564086516,9749.647052161912,10217.374072072598,352.0,359.8,346.95,357.8,355.26,88379.0,0.8443579766536968,0.714969318245795,17.6,37.4388194743645,55.0,357.8,331.4,410.6,3320.0,SMALLISH,4.918949133594187,True,B-GRADE,CLEAN_RUNNER,43.4,2026-09-24
